Year,VALUE,CommodityName,CommodityCode,IsMainCommodity,ParentCommodity
2023,102.6,Household appliances,05.3,0,05
2023,102.5,Major household appliances whether electric or not and small electric household appliances,05.3.1_2,0,05
2023,103.6,Repair of household appliances,05.3.3,0,05
2023,77.8,"Glassware, tableware and household utensils",05.4,0,05
2023,92.1,Tools and equipment for house and garden,05.5,0,05
2023,103.3,Goods and services for routine household maintenance,05.6,0,05
2023,79.6,Non-durable household goods,05.6.1,0,05
2023,128.4,Domestic services and household services,05.6.2,0,05
2023,108.3,Health,06,1,00
2023,97.6,"Medical products, appliances and equipment",06.1,0,06
2023,95.7,Pharmaceutical products,06.1.1,0,06
2023,106.7,"Other medical products, therapeutic appliances and equipment",06.1.2_3,0,06
2023,122.6,Out-patient services,06.2,0,06
2023,122.9,Medical services and paramedical services,06.2.1_3,0,06
2023,122.0,Dental services,06.2.2,0,06
2023,103.5,Hospital services,06.3,0,06
2023,119.0,Transport,07,1,00
2023,116.9,Purchase of vehicles,07.1,0,07
2023,117.3,Motor cars,07.1.1,0,07
2023,102.6,"Motor cycles, bicycles and animal drawn vehicles",07.1.2_3_4,0,07
2023,126.6,Operation of personal transport equipment,07.2,0,07
2023,119.1,Spare parts and accessories for personal transport equipment,07.2.1,0,07
2023,128.9,Fuels and lubricants for personal transport equipment,07.2.2,0,07
2023,118.1,Maintenance and repair of personal transport equipment,07.2.3,0,07
2023,133.5,Other services in respect of personal transport equipment,07.2.4,0,07
2023,100.6,Transport services,07.3,0,07
2023,85.2,Passenger transport by railway,07.3.1,0,07
2023,82.0,Passenger transport by road,07.3.2,0,07
2023,112.5,Passenger transport by air,07.3.3,0,07
2023,154.5,Passenger transport by sea and inland waterway,07.3.4,0,07
2023,80.3,Combined passenger transport,07.3.5,0,07
2023,129.9,Other purchased transport services,07.3.6,0,07
2023,90.0,Communications,08,1,00
2023,150.4,Postal services,08.1,0,08
2023,87.7,Telephone and telefax equipment and services,08.2_3,0,08
2023,109.6,Recreation and culture,09,1,00
2023,54.6,"Audio-visual, photographic and information processing equipment",09.1,0,09
2023,53.9,"Equipment for the reception, recording and reproduction of sound and picture",09.1.1,0,09
2023,28.9,Information processing equipment,09.1.3,0,09
2023,86.8,Recording media,09.1.4,0,09
2023,101.7,"Repair of audio-visual, photographic and information processing equipment",09.1.5,0,09
2023,103.0,Other major durables for recreation and culture,09.2,0,09
2023,103.0,Major durables for indoor and outdoor recreation including musical instruments,09.2.1_2,0,09
2023,79.2,"Other recreational items and equipment, gardens and pets",09.3,0,09
2023,59.2,"Games, toys and hobbies",09.3.1,0,09
2023,68.5,"Equipment for sport, camping and open-air recreation",09.3.2,0,09
2023,73.7,"Gardens, plants and flowers",09.3.3,0,09
2023,127.5,Pets and related products; veterinary and other services for pets,09.3.4_5,0,09
2023,116.9,Recreational and cultural services,09.4,0,09
2023,129.0,Recreational and sporting services,09.4.1,0,09
2023,107.8,Cultural services,09.4.2,0,09
2023,114.3,"Newspapers, books and stationery",09.5,0,09
2023,104.0,Books,09.5.1,0,09
2023,135.4,Newspapers and periodicals,09.5.2,0,09
2023,97.5,Miscellaneous printed matter; stationery and drawing materials,09.5.3_4,0,09
2023,155.4,Package holidays,09.6,0,09
2023,105.3,Education,10,1,00
2023,130.7,Restaurants and hotels,11,1,00
2023,127.1,Catering services,11.1,0,11
2023,127.5,"Restaurants, cafes and the like",11.1.1,0,11
2023,116.8,Canteens,11.1.2,0,11
2023,159.4,Accommodation services,11.2,0,11
2023,95.5,Miscellaneous goods and services,12,1,00
2023,98.8,Personal care,12.1,0,12
2023,128.4,Hairdressing salons and personal grooming establishments,12.1.1,0,12
2023,85.8,"Electrical appliances for personal care; other appliances, articles and products for personal care",12.1.2_3,0,12
2023,54.0,Personal effects n.e.c.,12.3,0,12
2023,58.4,"Jewellery, clocks and watches",12.3.1,0,12
2023,51.6,Other personal effects,12.3.2,0,12
2023,91.0,Social protection,12.4,0,12
2023,112.5,Insurance,12.5,0,12
2023,94.0,Insurance connected with the dwelling,12.5.2,0,12
2023,126.2,Insurance connected with health,12.5.3,0,12
2023,81.8,Insurance connected with transport,12.5.4,0,12
2023,101.6,Financial services n.e.c.,12.6,0,12
2023,112.1,Other services n.e.c.,12.7,0,12
2024,119.4,All-items HICP,00,1,00
2024,111.4,Food and non-alcoholic beverages,01,1,00
2024,111.1,Food,01.1,0,01
2024,112.3,Bread and cereals,01.1.1,0,01
2024,109.0,Meat,01.1.2,0,01
2024,105.7,Fish and seafood,01.1.3,0,01
2024,116.9,"Milk, cheese and eggs",01.1.4,0,01
2024,133.8,Oils and fats,01.1.5,0,01
2024,110.4,Fruit,01.1.6,0,01
2024,113.8,Vegetables,01.1.7,0,01
2024,98.9,"Sugar, jam, honey, chocolate and confectionery",01.1.8,0,01
2024,116.5,Food products n.e.c.,01.1.9,0,01
2024,113.5,Non-alcoholic beverages,01.2,0,01
2024,102.5,"Coffee, tea and cocoa",01.2.1,0,01
2024,118.1,"Mineral waters, soft drinks, fruit and vegetable juices",01.2.2,0,01
2024,132.6,"Alcoholic beverages, tobacco and narcotics",02,1,00
2024,104.5,Alcoholic beverages,02.1,0,02
2024,118.7,Spirits,02.1.1,0,02
2024,89.4,Wine,02.1.2,0,02
2024,120.8,Beer,02.1.3,0,02
2024,168.4,Tobacco,02.2,0,02
2024,83.8,Clothing and footwear,03,1,00
2024,85.2,Clothing,03.1,0,03
2024,84.2,Garments,03.1.2,0,03
2024,88.5,Other articles of clothing and clothing accessories,03.1.3,0,03
2024,122.0,"Cleaning, repair and hire of clothing",03.1.4,0,03
2024,77.4,Footwear,03.2,0,03
2024,160.4,"Housing, water, electricity, gas and other fuels",04,1,00
2024,166.1,Actual rentals for housing,04.1,0,04
2024,125.6,Maintenance and repair of the dwelling,04.3,0,04
2024,117.2,Materials for the maintenance and repair of the dwelling,04.3.1,0,04
2024,133.9,Services for the maintenance and repair of the dwelling,04.3.2,0,04
2024,82.6,Water supply and miscellaneous services relating to the dwelling,04.4,0,04
2024,115.4,Refuse collection,04.4.2,0,04
2024,123.0,Other services relating to the dwelling n.e.c.,04.4.4,0,04
2024,170.6,"Electricity, gas and other fuels",04.5,0,04
2024,172.7,Electricity,04.5.1,0,04
2024,197.1,Gas,04.5.2,0,04
2024,157.2,Liquid fuels,04.5.3,0,04
2024,155.3,Solid fuels,04.5.4,0,04
2024,87.6,"Furnishings, household equipment and routine household maintenance",05,1,00
2024,75.2,"Furniture and furnishings, carpets and other floor coverings",05.1,0,05
2024,74.3,Furniture and furnishings,05.1.1,0,05
2024,104.9,Carpets and other floor coverings,05.1.2,0,05
2024,55.5,Household textiles,05.2,0,05
2024,102.1,Household appliances,05.3,0,05
2024,101.9,Major household appliances whether electric or not and small electric household appliances,05.3.1_2,0,05
2024,105.0,Repair of household appliances,05.3.3,0,05
2024,76.0,"Glassware, tableware and household utensils",05.4,0,05
2024,93.0,Tools and equipment for house and garden,05.5,0,05
2024,104.3,Goods and services for routine household maintenance,05.6,0,05
2024,79.7,Non-durable household goods,05.6.1,0,05
2024,131.0,Domestic services and household services,05.6.2,0,05
2024,109.4,Health,06,1,00
2024,100.3,"Medical products, appliances and equipment",06.1,0,06
2024,98.5,Pharmaceutical products,06.1.1,0,06
2024,108.2,"Other medical products, therapeutic appliances and equipment",06.1.2_3,0,06
2024,126.1,Out-patient services,06.2,0,06
2024,126.1,Medical services and paramedical services,06.2.1_3,0,06
2024,125.9,Dental services,06.2.2,0,06
2024,102.5,Hospital services,06.3,0,06
2024,122.2,Transport,07,1,00
2024,119.2,Purchase of vehicles,07.1,0,07
2024,119.6,Motor cars,07.1.1,0,07
2024,100.2,"Motor cycles, bicycles and animal drawn vehicles",07.1.2_3_4,0,07
2024,131.4,Operation of personal transport equipment,07.2,0,07
2024,121.5,Spare parts and accessories for personal transport equipment,07.2.1,0,07
2024,133.1,Fuels and lubricants for personal transport equipment,07.2.2,0,07
2024,126.4,Maintenance and repair of personal transport equipment,07.2.3,0,07
2024,136.6,Other services in respect of personal transport equipment,07.2.4,0,07
2024,102.1,Transport services,07.3,0,07
2024,85.5,Passenger transport by railway,07.3.1,0,07
2024,82.7,Passenger transport by road,07.3.2,0,07
2024,115.1,Passenger transport by air,07.3.3,0,07
2024,157.1,Passenger transport by sea and inland waterway,07.3.4,0,07
2024,80.3,Combined passenger transport,07.3.5,0,07
2024,132.4,Other purchased transport services,07.3.6,0,07
2024,91.0,Communications,08,1,00
2024,154.3,Postal services,08.1,0,08
2024,88.6,Telephone and telefax equipment and services,08.2_3,0,08
2024,114.5,Recreation and culture,09,1,00
2024,53.0,"Audio-visual, photographic and information processing equipment",09.1,0,09
2024,52.7,"Equipment for the reception, recording and reproduction of sound and picture",09.1.1,0,09
2024,27.1,Information processing equipment,09.1.3,0,09
2024,90.2,Recording media,09.1.4,0,09
2024,101.9,"Repair of audio-visual, photographic and information processing equipment",09.1.5,0,09
2024,102.5,Other major durables for recreation and culture,09.2,0,09
2024,102.5,Major durables for indoor and outdoor recreation including musical instruments,09.2.1_2,0,09
2024,79.3,"Other recreational items and equipment, gardens and pets",09.3,0,09
2024,57.2,"Games, toys and hobbies",09.3.1,0,09
2024,66.7,"Equipment for sport, camping and open-air recreation",09.3.2,0,09
2024,74.4,"Gardens, plants and flowers",09.3.3,0,09
2024,131.6,Pets and related products; veterinary and other services for pets,09.3.4_5,0,09
2024,121.6,Recreational and cultural services,09.4,0,09
2024,135.9,Recreational and sporting services,09.4.1,0,09
2024,110.3,Cultural services,09.4.2,0,09
2024,114.7,"Newspapers, books and stationery",09.5,0,09
2024,91.2,Books,09.5.1,0,09
2024,143.1,Newspapers and periodicals,09.5.2,0,09
2024,98.7,Miscellaneous printed matter; stationery and drawing materials,09.5.3_4,0,09
2024,174.5,Package holidays,09.6,0,09
2024,107.5,Education,10,1,00
2024,136.8,Restaurants and hotels,11,1,00
2024,134.0,Catering services,11.1,0,11
2024,134.4,"Restaurants, cafes and the like",11.1.1,0,11
2024,125.4,Canteens,11.1.2,0,11
2024,163.6,Accommodation services,11.2,0,11
2024,95.7,Miscellaneous goods and services,12,1,00
2024,99.5,Personal care,12.1,0,12
2024,135.0,Hairdressing salons and personal grooming establishments,12.1.1,0,12
2024,84.5,"Electrical appliances for personal care; other appliances, articles and products for personal care",12.1.2_3,0,12
2024,51.2,Personal effects n.e.c.,12.3,0,12
2024,53.6,"Jewellery, clocks and watches",12.3.1,0,12
2024,50.6,Other personal effects,12.3.2,0,12
2024,86.5,Social protection,12.4,0,12
2024,123.7,Insurance,12.5,0,12
2024,96.7,Insurance connected with the dwelling,12.5.2,0,12
2024,140.3,Insurance connected with health,12.5.3,0,12
2024,88.7,Insurance connected with transport,12.5.4,0,12
2024,101.7,Financial services n.e.c.,12.6,0,12
2024,113.5,Other services n.e.c.,12.7,0,12
